gene_symbol,T8.M.Sp#1,T8.M.Sp#2,T8.M.Sp#3
Plek,90,446,120
Plek2,2,0,2
Plekha1,164,278,125
Plekha2,260,644,267
Plekha3,54,111,48
Plekha4,0,13,2
Plekha5,111,271,127
Plekha6,15,24,12
Plekha7,3,44,7
Plekha8,0,4,0
Plekhb1,0,8,1
Plekhb2,176,567,155
Plekhd1,0,0,0
Plekhd1os,0,0,0
Plekhf1,1,1,1
Plekhf2,30,76,35
Plekhg1,0,0,0
Plekhg2,278,452,211
Plekhg3,13,22,9
Plekhg4,0,0,0
Plekhg5,3,10,0
Plekhg6,0,3,0
Plekhh1,0,4,3
Plekhh2,0,0,0
Plekhh3,0,0,0
Plekhj1,194,312,100
Plekhm1,54,175,67
Plekhm2,10,52,14
Plekhm3,27,74,32
Plekhn1,45,124,37
Plekho1,8,20,7
Plekho2,94,181,55
Plekhs1,0,0,0
Plet1,0,0,0
Plet1os,0,0,0
Plg,0,0,0
Plgrkt,213,451,249
Plin1,0,0,0
Plin2,11,43,4
Plin3,68,99,66
Plin4,5,17,8
Plin5,0,0,0
Plk-ps1,7,4,1
Plk1,6,11,20
Plk2,0,5,0
Plk3,5,9,8
Plk4,94,148,81
Plk5,0,0,0
Pllp,1,8,1
Pln,1,7,1
Plod1,10,45,6
Plod2,3,1,4
Plod3,15,62,16
Plp1,12,47,19
Plp2,18,42,30
Plpbp,215,294,126
Plpp1,3,9,2
Plpp2,0,4,2
Plpp3,0,0,0
Plpp4,0,0,0
Plpp5,33,60,30
Plpp6,10,38,4
Plpp7,0,0,0
Plppr1,0,0,0
Plppr2,0,1,0
Plppr3,25,47,20
Plppr4,0,0,0
Plppr5,0,0,2
Plrg1,197,318,120
Pls1,0,2,1
Pls3,0,2,0
Plscr1,0,23,2
Plscr2,0,1,0
Plscr3,37,76,23
Plscr4,0,4,0
Plscr5,0,0,0
Pltp,15,49,18
Plut,0,0,0
Plvap,0,5,0
Plxdc1,9,4,10
Plxdc2,2,41,8
Plxna1,5,13,3
Plxna2,1,0,0
Plxna3,8,19,7
Plxna4,0,1,0
Plxna4os1,0,0,0
Plxna4os2,0,0,0
Plxna4os3,0,0,0
Plxnb1,4,4,4
Plxnb2,0,0,2
Plxnb3,0,0,0
Plxnc1,95,157,70
Plxnd1,0,0,0
Pm20d1,0,0,0
Pm20d2,0,4,0
Pmaip1,19,119,25
Pmch,0,0,0
Pmel,61,91,57
Pmepa1,23,48,15
Pmepa1os,0,0,0
Pmf1,46,93,38
Pmfbp1,0,0,0
Pmis2,0,0,0
Pml,263,463,231
Pmm1,51,83,34
Pmm2,317,515,239
Pmp2,0,0,0
Pmp22,0,0,0
Pmpca,304,634,264
Pmpcb,186,358,175
Pms1,87,312,140
Pms2,206,358,159
Pmvk,49,86,26
Pnck,2,1,1
Pnisr,906,1982,933
Pnkd,46,68,36
Pnkp,159,347,156
Pnldc1,2,0,0
Pnlip,1,0,0
Pnliprp1,0,0,0
Pnliprp2,0,0,0
Pnma1,0,5,0
Pnma2,0,0,0
Pnma3,0,0,0
Pnma5,0,0,0
Pnmal1,0,0,0
Pnmal2,0,0,0
Pnmt,0,0,0
Pnn,343,744,345
Pno1,176,298,173
Pnoc,0,3,0
Pnp,19,85,37
Pnp2,0,0,0
Pnpla1,0,1,0
Pnpla1os,0,0,0
Pnpla2,122,311,132
Pnpla3,0,3,0
Pnpla5,0,0,0
Pnpla6,58,152,63
Pnpla7,231,559,196
Pnpla8,135,164,126
Pnpo,96,167,99
Pnpt1,214,456,252
Pnrc1,108,150,117
Pnrc2,1007,1865,785
Poc1a,4,22,13
Poc1b,38,75,19
Poc5,86,120,77
Podn,0,0,0
Podnl1,67,178,52
Podxl,1,0,2
Podxl2,0,0,0
Pof1b,0,0,0
Pofut1,77,202,115
Pofut2,68,112,49
Pogk,69,212,84
Poglut1,154,388,162
Pogz,92,141,63
Pola1,52,94,71
Pola2,159,332,140
Polb,85,214,88
Pold1,119,332,126
Pold2,173,312,122
Pold3,119,270,109
Pold4,57,106,40
Poldip2,97,183,74
Poldip3,674,1587,656
Pole,11,65,41
Pole2,74,118,52
Pole3,81,149,78
Pole4,127,195,75
Polg,86,117,75
Polg2,70,180,101
Polh,41,100,47
Poli,124,186,73
Polk,72,153,67
Poll,85,233,85
Polm,87,185,66
Poln,4,6,0
Polq,7,28,14
Polr1a,162,370,133
Polr1b,155,313,117
Polr1c,262,448,165
Polr1d,288,495,185
Polr1e,124,259,105
Polr2a,99,221,112
Polr2b,341,799,252
Polr2c,123,225,121
Polr2d,118,193,104
Polr2e,412,761,293
Polr2f,76,85,39
Polr2g,219,396,170
Polr2h,118,201,109
Polr2i,33,29,18
Polr2j,130,193,82
Polr2k,20,11,11
Polr2k-ps,0,1,2
Polr2l,22,41,13
Polr2m,166,231,132
Polr3a,128,233,109
Polr3b,207,372,170
Polr3c,299,558,256
Polr3d,97,152,79
Polr3e,195,356,178
Polr3f,197,360,140
Polr3g,56,87,42
Polr3gl,46,118,46
Polr3h,35,80,44
Polr3k,246,446,176
Polrmt,166,348,140
Pom121,75,101,71
Pom121l12,0,0,0
Pom121l2,0,0,0
Pomc,2,3,2
Pomgnt1,11,15,18
Pomgnt2,3,3,2
Pomk,42,94,31
Pomp,292,435,202
Pomt1,51,54,12
Pomt2,29,34,16
Pon1,0,0,0
Pon2,151,292,109
Pon3,0,0,3
Pop1,31,85,25
Pop4,82,176,67
Pop5,227,363,124
Pop7,103,162,44
Popdc2,0,4,0
Popdc3,0,0,0
Por,189,308,135
Porcn,0,0,0
Postn,0,0,0
Pot1a,192,292,121
Pot1b,37,100,48
Poteg,0,0,0
Pou1f1,0,0,0
Pou2af1,25,92,35
Pou2f1,181,286,180
Pou2f2,12,41,14
Pou2f3,0,0,0
Pou2f3-rs1,0,0,0
Pou3f1,0,0,0
Pou3f2,2,0,0
Pou3f3,0,0,0
Pou3f4,0,0,0
Pou4f1,8,4,6
Pou4f2,0,0,0
Pou4f3,0,0,0
Pou5f1,0,0,0
Pou5f2,30,42,46
Pou6f1,83,163,69
Pou6f2,0,0,0
Pp2d1,0,1,0
Ppa1,182,340,175
Ppa2,154,281,141
Ppan,262,479,210
Ppara,0,0,0
Ppard,12,12,7
Pparg,0,5,0
Ppargc1a,0,0,1
Ppargc1b,20,67,21
Ppat,274,430,214
Ppbp,0,0,0
Ppcdc,284,625,301
Ppcs,70,160,65
Ppdpf,131,267,98
Ppef1,0,0,0
Ppef2,1,0,0
Ppfia1,90,225,52
Ppfia2,0,0,0
Ppfia3,0,0,0
Ppfia4,0,0,2
Ppfibp1,3,4,3
Ppfibp2,0,0,0
Pphln1,120,220,111
Ppia,556,785,397
Ppib,414,754,296
Ppic,92,140,68
Ppid,216,450,294
Ppie,212,391,175
Ppif,132,423,147
Ppig,278,476,251
Ppih,6,28,23
Ppil1,131,245,124
Ppil2,491,1159,459
Ppil3,206,326,152
Ppil4,535,1165,453
Ppil6,0,2,0
Ppip5k1,32,83,22
Ppip5k2,178,490,189
Ppl,0,5,0
Ppm1a,117,313,152
Ppm1b,40,80,58
Ppm1d,16,46,9
Ppm1e,3,0,6
Ppm1f,84,266,80
Ppm1g,725,1519,629
Ppm1h,476,1003,393
Ppm1j,48,122,29
Ppm1k,113,289,135
Ppm1l,5,16,4
Ppm1m,48,82,48
Ppm1n,16,5,0
Ppme1,157,331,127
Ppnr,0,0,0
Ppox,175,264,106
Ppp1ca,1751,3257,1475
Ppp1cb,214,672,213
Ppp1cc,28,56,37
Ppp1r10,108,251,110
Ppp1r11,73,127,46
Ppp1r12a,719,1822,763
Ppp1r12b,28,101,24
Ppp1r12c,23,62,28
Ppp1r13b,67,110,41
Ppp1r13l,0,0,0
Ppp1r14a,0,0,0
Ppp1r14b,3,4,0
Ppp1r14c,0,0,0
Ppp1r14d,0,0,0
Ppp1r15a,83,99,34
Ppp1r15b,274,891,320
Ppp1r16a,12,66,24
Ppp1r16b,305,744,202
Ppp1r17,0,0,0
Ppp1r18,121,296,106
Ppp1r18os,0,0,0
Ppp1r1a,0,4,2
Ppp1r1b,1,0,4
Ppp1r1c,0,0,0
Ppp1r2,111,198,91
Ppp1r2-ps1,0,0,0
Ppp1r2-ps2,0,0,0
Ppp1r2-ps3,0,0,0
Ppp1r2-ps4,0,0,0
Ppp1r2-ps6,0,0,0
Ppp1r2-ps7,0,0,0
Ppp1r2-ps9,0,0,0
Ppp1r21,51,88,43
Ppp1r26,0,0,0
Ppp1r27,0,0,0
Ppp1r32,3,0,0
Ppp1r35,4,12,2
Ppp1r36,0,0,0
Ppp1r37,6,14,11
Ppp1r3a,0,0,0
Ppp1r3b,26,14,16
Ppp1r3c,0,0,0
Ppp1r3d,0,0,0
Ppp1r3e,4,3,3
Ppp1r3f,6,4,3
Ppp1r3g,0,0,0
Ppp1r42,0,0,0
Ppp1r7,185,373,127
Ppp1r8,29,69,27
Ppp1r9a,0,1,0
Ppp1r9b,27,58,27
Ppp2ca,124,172,117
Ppp2cb,23,58,22
Ppp2r1a,545,1263,485
Ppp2r1b,260,592,250
Ppp2r2a,280,718,306
Ppp2r2b,0,0,0
Ppp2r2c,0,9,0
Ppp2r2cos,0,0,0
Ppp2r2d,29,95,45
Ppp2r3a,19,33,26
Ppp2r3c,40,108,29
Ppp2r3d,7,33,3
Ppp2r5a,324,650,283
Ppp2r5b,2,9,9
Ppp2r5c,1683,3722,1366
Ppp2r5d,56,77,47
Ppp2r5e,54,127,26
Ppp3ca,143,329,147
Ppp3cb,132,282,139
Ppp3cc,88,175,106
Ppp3r1,368,646,367
Ppp3r2,0,0,0
Ppp4c,106,176,95
Ppp4r1,101,167,97
Ppp4r1l-ps,16,64,14
Ppp4r2,32,73,34
Ppp4r3a,206,411,186
Ppp4r3b,679,1604,666
Ppp4r3c-ps,0,0,0
Ppp4r4,0,0,0
Ppp5c,136,333,138
Ppp6c,350,907,365
Ppp6r1,86,164,111
Ppp6r2,56,84,48
Ppp6r3,402,1039,464
Pprc1,79,139,70
Ppt1,402,737,318
Ppt2,3,7,1
Pptc7,108,232,115
Ppwd1,79,131,51
Ppy,0,0,0
Pqbp1,128,293,121
Pqlc1,45,75,26
Pqlc2,17,47,16
Pqlc3,195,170,106
Pradc1,30,45,19
Praf2,14,30,24
Prag1,95,214,107
Pram1,1,1,0
Prame,0,0,0
Pramef12,0,0,0
Pramef12os,0,0,0
Pramef17,0,0,0
Pramef20,0,0,0
Pramef25,0,0,0
Pramef6,0,0,0
Pramef8,166,362,118
Pramel,0,0,0
Pramel1,0,0,0
Pramel3,0,0,1
Pramel4,0,0,0
Pramel5,0,0,0
Pramel6,0,0,0
Pramel7,0,0,0
Prap1,0,0,0
Prb1,0,0,0
Prb3-ps,0,0,0
Prc1,14,79,48
Prcc,14,24,8
Prcd,0,0,0
Prcp,75,182,75
Prdm1,16,25,7
Prdm10,45,119,66
Prdm11,12,42,33
Prdm12,0,0,0
Prdm13,0,0,0
Prdm14,0,0,0
Prdm15,51,174,76
Prdm16,18,27,5
Prdm2,146,328,168
Prdm4,26,50,31
Prdm5,7,5,1
Prdm6,0,0,0
Prdm8,0,0,0
Prdm9,32,47,13
Prdx1,489,895,450
Prdx2,272,397,160
Prdx2-rs3,0,1,0
Prdx3,533,952,392
Prdx4,20,36,13
Prdx5,223,408,162
Prdx6,732,1115,579
Prdx6-ps2,0,0,0
Prdx6b,0,0,0
Preb,299,571,265
Prelid1,399,794,330
Prelid2,6,8,5
Prelid3a,0,0,0
Prelid3b,156,287,135
Prelp,0,0,0
Prep,231,396,151
Prepl,61,136,63
Prex1,445,1016,344
Prex2,3,4,0
Prf1,369,871,322
Prg2,0,0,0
Prg3,0,0,0
Prg4,8,10,19
Prh1,0,0,0
Prickle1,7,8,7
Prickle2,0,0,0
Prickle3,64,148,74
Prickle4,0,0,0
Prim1,65,143,63
Prim2,34,107,35
Prima1,0,0,0
Primpol,71,172,65
Prkaa1,177,351,177
Prkaa2,0,0,0
Prkab1,180,287,139
Prkab2,23,50,30
Prkaca,17,27,14
Prkaca-ps1,0,0,0
Prkacb,963,2249,834
Prkag1,259,453,216
Prkag2,43,93,34
Prkag2os1,11,8,3
Prkag2os2,0,4,0
Prkag3,0,0,0
Prkar1a,2055,4216,1811
Prkar1b,1,6,2
Prkar2a,42,87,22
Prkar2b,5,3,5
Prkca,32,65,52
Prkcb,152,406,151
Prkcd,83,155,57
Prkce,25,53,15
Prkcg,0,0,0
Prkch,272,611,298
Prkci,9,27,3
Prkcq,982,2066,871
Prkcsh,215,435,169
Prkcz,19,89,25
Prkcz2,96,263,80
Prkd1,1,0,0
Prkd2,443,907,363
Prkd3,247,575,275
Prkdc,258,625,290
Prkg1,0,0,0
Prkg2,0,0,0
Prkra,9,49,8
Prkrip1,63,87,20
Prkx,174,485,169
Prl,0,0,0
Prl2a1,0,0,0
Prl2b1,0,0,0
Prl2c1,0,0,0
Prl2c2,0,0,0
Prl2c3,0,0,0
Prl2c5,0,0,0
Prl3a1,0,0,0
Prl3b1,0,0,0
Prl3c1,0,0,0
Prl3d1,0,0,0
Prl3d2,0,0,0
Prl3d3,0,0,0
Prl4a1,0,0,0
Prl5a1,0,0,0
Prl6a1,0,0,0
Prl7a1,0,0,0
Prl7a2,0,0,0
Prl7b1,0,1,0
Prl7c1,0,0,0
Prl7d1,0,0,0
Prl8a1,0,0,0
Prl8a2,0,0,0
Prl8a6,0,0,0
Prl8a8,0,0,0
Prl8a9,0,0,0
Prlh,0,0,0
Prlhr,0,0,0
Prlr,0,0,0
Prm1,1,2,1
Prm2,0,0,0
Prm3,0,0,0
Prmt1,29,59,36
Prmt2,41,74,24
Prmt3,129,182,116
Prmt5,252,503,283
Prmt6,26,38,29
Prmt7,180,467,176
Prmt8,0,0,0
Prmt9,47,107,35
Prn,0,0,0
Prnd,0,0,0
Prnp,2,4,3
Prob1,0,3,1
Proc,0,0,0
Proca1,1,3,3
Procr,0,0,0
Prodh,0,5,0
Prodh2,0,0,0
Prok1,0,0,0
Prok2,0,0,0
Prokr1,0,0,4
Prokr2,0,0,0
Prol1,0,0,0
Prom1,0,0,1
Prom2,0,0,0
Prop1,0,0,0
Prorsd1,67,124,82
Pros1,0,4,0
Proscos,0,0,0
Proser1,57,72,62
Proser2,0,0,0
Proser3,9,24,6
Prox1,0,0,0
Prox1os,0,0,0
Prox2,26,21,19
Prox2os,0,4,1
Proz,14,27,5
Prp2,0,0,0
Prpf18,267,561,235
Prpf19,13,18,14
Prpf3,138,296,120
Prpf31,180,378,172
Prpf38a,132,317,157
Prpf38b,679,1782,632
Prpf39,533,1256,526
Prpf4,167,359,159
Prpf40a,556,1119,532
Prpf40b,12,8,7
Prpf4b,432,1152,511
Prpf6,379,850,284
Prpf8,388,777,390
Prph,0,0,0
Prph2,0,0,0
Prpmp5,0,0,0
Prps1,159,374,169
Prps1l1,0,6,0
Prps1l3,331,729,244
Prps2,404,783,398
Prpsap1,394,860,422
Prpsap2,63,123,42
Prr11,0,0,6
Prr12,9,15,7
Prr13,88,256,81
Prr14,125,291,93
Prr14l,321,659,347
Prr15,0,0,0
Prr15l,0,7,1
Prr16,0,0,0
Prr18,0,0,1
Prr19,0,0,0
Prr22,4,7,0
Prr23a1,0,0,0
Prr23a2,0,0,0
Prr23a3,0,0,0
Prr27,0,0,0
Prr29,2,1,2
Prr3,38,96,43
Prr30,0,0,0
Prr32,0,0,0
Prr33,4,17,5
Prr36,0,3,0
Prr5,0,1,0
Prr5l,0,13,3
Prr7,0,0,0
Prr9,0,0,0
Prrc1,46,135,57
Prrc2a,68,125,60
Prrc2b,357,719,332
Prrc2c,1028,2252,1036
Prrg1,75,133,67
Prrg2,9,4,1
Prrg3,0,0,0
Prrg4,7,33,13
Prrt1,0,6,1
Prrt2,0,0,0
Prrt3,1,3,0
Prrt4,0,0,0
Prrx1,0,0,0
Prrx2,2,0,0
Prrxl1,0,0,0
Prss1,0,0,0
Prss12,40,53,31
Prss16,0,2,0
Prss2,0,17,3
Prss21,0,0,0
Prss22,0,0,0
Prss23,0,0,0
Prss23os,0,0,0
Prss27,4,2,1
Prss28,0,0,0
Prss29,0,0,0
Prss3,0,0,0
Prss30,8,45,7
Prss32,0,0,0
Prss33,0,0,0
Prss34,0,0,0
Prss35,0,0,0
Prss36,4,14,4
Prss37,0,0,0
Prss38,0,0,0
Prss39,0,0,0
Prss40,0,0,0
Prss41,3,8,2
Prss42,0,0,0
Prss43,0,0,0
Prss44,0,0,0
Prss45,0,0,0
Prss46,0,0,0
Prss47,0,0,0
Prss48,0,0,0
Prss50,0,5,1
Prss51,0,0,0
Prss52,0,0,0
Prss53,1,0,0
Prss54,0,0,0
Prss55,0,0,0
Prss56,0,0,0
Prss57,0,0,0
Prss58,0,1,0
Prss8,0,0,1
Prtg,0,0,0
Prtn3,0,0,0
Prune1,21,72,14
Prune2,0,0,0
Prx,8,8,6
Psap,296,567,298
Psapl1,4,2,2
Psat1,124,298,148
Psca,0,0,0
Psd,19,12,8
Psd2,0,1,0
Psd3,4,0,6
Psd4,420,1066,399
Psen1,244,516,212
Psen2,50,113,30
Psenen,61,80,26
Psg-ps1,0,2,0
Psg16,0,0,0
Psg17,0,0,0
Psg18,0,0,0
Psg19,0,0,1
Psg20,0,0,0
Psg21,0,0,0
Psg22,0,0,0
Psg23,0,0,0
Psg25,0,1,0
Psg26,0,0,0
Psg27,0,0,2
Psg28,0,0,0
Psg29,3,0,0
Psip1,193,534,267
Pskh1,72,123,46
Psma1,657,1264,705
Psma2,678,1026,519
Psma3,292,617,254
Psma4,228,386,178
Psma5,167,345,148
Psma6,479,883,520
Psma7,660,1138,546
Psma8,0,2,0
Psmb1,1012,1629,626
Psmb10,403,808,307
Psmb11,0,2,0
Psmb2,268,551,273
Psmb3,143,256,134
Psmb4,367,643,264
Psmb5,133,243,116
Psmb5-ps,0,0,0
Psmb6,353,619,305
Psmb6-ps,0,0,0
Psmb6-ps2,1,0,0
Psmb7,101,196,94
Psmb7-ps2,0,0,0
Psmb8,1979,3584,1602
Psmb9,546,1114,476
Psmc1,193,389,201
Psmc2,278,587,282
Psmc3,392,774,315
Psmc3ip,26,30,11
Psmc4,349,820,389
Psmc5,268,642,286
Psmc6,468,812,430
Psmd1,312,765,284
Psmd10,145,195,104
Psmd11,365,662,310
Psmd12,364,716,272
Psmd13,359,622,289
Psmd14,411,749,395
Psmd2,512,1221,397
Psmd3,43,105,44
Psmd4,464,799,367
Psmd5,259,583,242
Psmd6,381,679,265
Psmd7,226,575,238
Psmd8,438,745,350
Psmd9,136,186,65
Psme1,1269,2050,1028
Psme2,559,846,394
Psme2b,63,130,29
Psme3,28,71,49
Psme4,134,295,106
Psmf1,235,382,170
Psmg1,117,202,104
Psmg2,205,281,189
Psmg3,64,103,34
Psmg4,42,54,29
Psors1c2,0,0,0
Pspc1,105,187,87
Psph,202,347,158
Pspn,0,0,0
Psrc1,0,7,1
Pstk,54,180,68
Pstpip1,274,729,234
Pstpip2,0,2,0
Ptafr,0,0,0
Ptar1,61,86,54
Ptbp1,878,1698,740
Ptbp2,125,271,145
Ptbp3,551,1741,809
Ptcd1,102,195,56
Ptcd2,241,437,195
Ptcd3,245,603,202
Ptch1,103,266,114
Ptch2,0,9,0
Ptchd1,0,0,0
Ptchd3,0,0,0
Ptchd4,0,0,0
Ptcra,0,0,0
Ptdss1,264,444,176
Ptdss2,24,78,31
Pten,414,977,463
Pter,0,0,2
Ptf1a,0,0,0
Ptf1aos,0,0,0
Ptgdr,0,0,0
Ptgdr2,0,2,0
Ptgds,2,0,0
Ptger1,8,22,10
Ptger2,10,41,16
Ptger3,3,0,0
Ptger4,58,228,27
Ptges,0,0,1
Ptges2,9,8,9
Ptges3,116,187,86
Ptges3-ps,1,0,1
Ptges3l,2,11,11
Ptgfr,0,0,0
Ptgfrn,7,0,1
Ptgir,0,0,0
Ptgis,0,0,0
Ptgr1,2,3,1
Ptgr2,89,179,89
Ptgs1,0,10,0
Ptgs2,0,0,0
Ptgs2os,0,0,0
Ptgs2os2,0,0,0
Pth,0,0,0
Pth1r,3,0,4
Pth2,0,0,0
Pth2r,0,0,0
Pthlh,0,0,0
Ptk2,22,42,15
Ptk2b,196,519,229
Ptk6,0,0,0
Ptk7,0,0,1
Ptma,207,433,214
Ptma-ps1,0,0,0
Ptms,1,5,1
Ptn,0,0,0
Ptov1,3,32,13
Ptp4a1,28,46,11
Ptp4a2,2145,4607,1627
Ptp4a3,180,463,212
Ptpa,190,469,164
Ptpdc1,3,2,0
Ptpmt1,57,70,39
Ptpn1,392,695,320
Ptpn11,42,90,35
Ptpn12,49,153,57
Ptpn13,1,16,5
Ptpn14,6,6,12
Ptpn18,738,826,401
Ptpn2,397,715,409
Ptpn20,0,0,0
Ptpn21,17,36,18
Ptpn22,1139,2614,1016
Ptpn23,49,49,33
Ptpn3,2,1,2
Ptpn4,78,323,107
Ptpn5,0,0,0
Ptpn6,1338,3020,1263
Ptpn7,393,786,300
Ptpn9,7,22,18
Ptpra,102,230,80
Ptprb,0,0,0
Ptprc,8916,19858,8953
Ptprcap,1260,2046,842
Ptprd,1,0,1
Ptpre,98,270,109
Ptprf,0,4,0
Ptprg,3,3,0
Ptprh,0,0,0
Ptprj,0,2,0
Ptprk,2,17,5
Ptprm,0,2,1
Ptprn,1,1,3
Ptprn2,0,0,0
Ptpro,0,1,0
Ptprq,0,4,4
Ptprr,0,2,0
Ptprs,17,49,17
Ptprt,0,3,0
Ptprtos,0,0,0
Ptpru,0,0,1
Ptprv,14,31,6
Ptprz1,0,0,0
Ptrh1,5,33,5
Ptrh2,57,121,86
Ptrhd1,33,47,14
Pts,230,462,219
Pttg1,139,187,107
Pttg1ip,309,607,217
Ptx3,0,0,0
Ptx4,0,2,0
Pudp,0,0,0
Puf60,723,1282,577
Pum1,326,815,367
Pum2,397,902,384
Pum3,310,554,271
Pura,164,322,129
Purb,369,881,324
Purg,0,10,3
Pus1,94,157,74
Pus10,82,233,102
Pus3,3,3,1
Pus7,89,213,115
Pus7l,89,94,74
Pusl1,93,254,104
Pvalb,0,0,0
Pvr,26,70,18
Pvrig,4,3,0
Pvrig-ps,0,0,0
Pvt1,29,73,42
Pwp1,237,545,266
Pwp2,183,425,166
Pwwp2a,54,124,73
Pwwp2b,0,0,8
Pxdc1,0,0,0
Pxdn,0,4,0
Pxk,101,312,104
Pxmp2,3,10,2
Pxmp4,51,88,55
Pxn,42,115,43
Pxt1,0,0,0
Pxylp1,108,249,91
Pycard,796,1338,565
Pycr1,2,11,3
Pycr2,266,526,193
Pycrl,102,151,75
Pygb,258,652,248
Pygl,0,8,2
Pygm,22,41,10
Pygo1,0,0,0
Pygo2,50,49,29
Pym1,38,69,31
Pyroxd1,106,144,53
Pyroxd2,1,1,0
Pyurf,70,63,52
Pyy,0,0,0
Pzp,0,3,0
Qars,413,1026,394
Qdpr,219,492,215
Qk,188,331,125
Qpct,29,55,32
Qpctl,52,65,41
Qprt,34,94,29
Qrfp,14,19,4
Qrfpr,0,2,0
Qrich1,457,894,356
Qrich2,0,1,0
Qrsl1,51,123,51
Qser1,15,16,8
Qsox1,101,175,86
Qsox2,19,51,18
Qtrt1,120,200,107
Qtrt2,58,153,55
R3hcc1,54,87,44
R3hcc1l,148,304,114
R3hdm1,470,1039,449
R3hdm2,61,114,44
R3hdm4,230,571,239
R3hdml,0,0,0
R74862,0,3,2
Rab10,115,239,128
Rab10os,86,175,111
Rab11a,338,642,237
Rab11b,301,635,254
Rab11b-ps2,2,0,4
Rab11fip1,68,133,65
Rab11fip2,21,59,35
Rab11fip3,24,76,26
Rab11fip4,47,106,66
Rab11fip4os1,1,2,0
Rab11fip4os2,0,0,0
Rab11fip5,0,0,0
Rab12,24,56,17
Rab13,2,0,1
Rab14,717,1270,640
Rab15,0,0,0
Rab17,0,0,0
Rab18,460,937,325
Rab19,132,268,94
Rab1a,412,923,371
Rab1b,297,734,234
Rab20,27,51,36
Rab21,88,184,85
Rab22a,72,137,41
Rab23,14,30,23
Rab24,22,22,9
Rab25,1,0,0
Rab26,2,10,3
Rab26os,4,1,0
Rab27a,111,229,104
Rab27b,0,1,0
Rab28,51,44,27
Rab29,147,199,101
Rab2a,72,101,50
Rab2b,19,36,21
Rab30,1,0,0
Rab31,4,59,8
Rab32,66,67,25
Rab33a,4,5,2
Rab33b,72,179,107
Rab34,0,0,0
Rab35,17,22,22
Rab36,0,0,0
Rab37,273,451,169
Rab38,0,0,0
Rab39,2,4,4
Rab39b,0,0,0
Rab3a,14,30,11
Rab3b,0,0,0
Rab3c,0,0,0
Rab3d,64,109,45
Rab3gap1,348,842,407
Rab3gap2,68,255,112
Rab3il1,8,2,0
Rab3ip,265,660,254
Rab40b,0,0,0
Rab40c,19,37,18
Rab42,0,0,0
Rab43,1,5,5
Rab44,0,0,0
Rab4a,15,23,10
Rab4b,23,27,18
Rab5a,41,61,55
Rab5a-ps,0,0,0
Rab5b,52,135,53
Rab5c,43,84,28
Rab6a,64,146,74
Rab6b,38,64,29
Rab7,588,1132,512
Rab7-ps1,10,11,8
Rab7b,0,0,1
Rab8a,1031,2017,887
Rab8b,314,1053,452
Rab9,66,112,53
Rab9b,0,0,0
Rab9b-ps1,2,0,0
Rabac1,586,952,336
Rabep1,110,192,89
Rabep2,202,397,145
Rabepk,81,214,63
Rabgap1,242,496,229
Rabgap1l,389,873,362
Rabgef1,71,139,60
Rabggta,171,454,173
Rabggtb,194,504,198
Rabif,311,575,234
Rabl2,0,6,2
Rabl3,37,84,29
Rabl6,66,111,38
Rac1,70,147,60
Rac2,5062,9369,3998
Rac3,0,0,0
Racgap1,270,694,219
Rack1,9247,16397,7113
Rad1,77,142,55
Rad17,122,215,124
Rad18,161,222,115
Rad21,158,271,112
Rad21l,0,0,0
Rad23a,263,496,260
Rad23b,31,86,37
Rad50,186,375,166
Rad51,2,28,33
Rad51ap1,6,4,34
Rad51ap2,0,0,0
Rad51b,1,4,17
Rad51c,2,8,11
Rad51d,113,189,91
Rad52,87,186,91
Rad54b,2,2,4
Rad54l,3,21,9
Rad54l2,134,168,106
Rad9a,154,349,98
Rad9b,10,48,50
Radil,0,0,0
Rae1,272,356,241
Raet1d,0,5,1
Raet1e,1,0,0
Raf1,107,156,102
Rag1,0,0,0
Rag2,0,2,0
Rai1,209,384,150
Rai14,0,0,0
Rai2,0,0,0
Rala,76,168,71
Ralb,34,64,20
Ralbp1,156,335,142
Ralgapa1,105,247,99
Ralgapa2,98,281,132
Ralgapb,75,179,67
Ralgds,8,13,11
Ralgps1,32,73,53
Ralgps2,124,329,149
Raly,37,52,25
Ralyl,0,0,0
Ramp1,243,337,133
Ramp2,0,0,0
Ramp3,6,19,2
Ran,521,1016,547
Ranbp1,238,431,223
Ranbp10,97,253,133
Ranbp17,0,1,1
Ranbp2,288,758,446
Ranbp2-ps1,0,0,0
Ranbp2-ps10,0,0,0
Ranbp2-ps11,0,0,0
Ranbp2-ps12,0,0,0
Ranbp2-ps2,0,0,0
Ranbp2-ps3,0,0,0
Ranbp2-ps4,0,0,0
Ranbp2-ps5,0,0,0
Ranbp2-ps6,0,0,0
Ranbp2-ps7,0,0,0
Ranbp2-ps8,0,0,0
Ranbp2-ps9,0,0,0
Ranbp3,286,511,242
Ranbp3l,8,14,7
Ranbp6,98,293,114
Ranbp9,92,199,136
Rangap1,250,575,216
Rangrf,0,0,0
Rap1a,154,234,107
Rap1a-ps2,0,0,0
Rap1b,517,977,415
Rap1gap,0,0,0
Rap1gap2,11,47,20
Rap1gapos,0,0,0
Rap1gds1,156,436,213
Rap2a,11,34,8
Rap2b,48,48,37
Rap2c,155,521,201
Rapgef1,138,304,122
Rapgef2,68,121,71
Rapgef3,0,0,0
Rapgef3os1,0,0,0
